Gene	Taxon	Plot	landuseCode	Elevation	variable	value
18S	Porifera	CM30b58-C	I	9	Orders	0
18S	Porifera	LB1-E	I	630	Orders	0
18S	Porifera	CM31a5-A	I	70	Orders	1
18S	Porifera	Plot08-O	I	460	Orders	0
18S	Porifera	Plot05-I	I	240	Orders	1
18S	Porifera	Plot01-B	I	50	Orders	0
18S	Porifera	CM30c-O	I	283	Orders	0
18S	Porifera	CM30b60-E	I	400	Orders	0
18S	Porifera	CM30c39-E	I	290	Orders	0
18S	Porifera	Plot02-M	I	90	Orders	0
18S	Porifera	CM30c-P	I	283	Orders	0
18S	Porifera	CM30c35-D	I	165	Orders	0
18S	Porifera	CM30d12-H	I	371	Orders	0
18S	Porifera	CM30d12-L	I	371	Orders	0
18S	Porifera	CM30c46-D	I	319	Orders	0
18S	Porifera	CM30c44-B	I	110	Orders	1
18S	Porifera	CM30c35-B	I	165	Orders	0
18S	Porifera	CM30d3-L	I	518	Orders	1
18S	Porifera	CM30b51-B	I	174.627853	Orders	1
18S	Porifera	Plot06-I	I	320	Orders	1
18S	Porifera	Plot06-N	I	320	Orders	1
18S	Porifera	Plot05-N	I	240	Orders	1
18S	Porifera	CM30c46-O	I	319	Orders	0
18S	Porifera	CM30b51-M	I	174.627853	Orders	0
18S	Porifera	CM30d3-D	I	518	Orders	1
18S	Porifera	CM31a5-B	I	70	Orders	0
18S	Porifera	Plot01-L	I	50	Orders	1
18S	Porifera	CM30c53-B	I	155	Orders	0
18S	Porifera	Plot02-C	I	90	Orders	0
18S	Porifera	CM30c44-C	I	110	Orders	1
18S	Chlorophyta	CM30c60-A	I	51	Orders	1
18S	Chlorophyta	CM30c60-B	I	51	Orders	2
18S	Chlorophyta	CM30c28-N	I	227	Orders	0
18S	Chlorophyta	CM30c28-P	I	227	Orders	2
18S	Chlorophyta	CM30b58-I	I	9	Orders	0
18S	Chlorophyta	CM30c37-L	I	279	Orders	1
18S	Chlorophyta	CM30c62-D	I	99	Orders	1
18S	Chlorophyta	CM30c30-N	I	597	Orders	0
18S	Chlorophyta	Plot08-I	I	460	Orders	1
18S	Chlorophyta	Plot03-N	I	160	Orders	1
18S	Chlorophyta	Plot07-N	I	420	Orders	1
18S	Chlorophyta	LB1-A	I	630	Orders	1
18S	Chlorophyta	CM30c37-E	I	279	Orders	2
18S	Chlorophyta	LB5-I	I	634	Orders	3
18S	Chlorophyta	CM30b60-M	I	400	Orders	1
18S	Chlorophyta	CM30c30-L	I	597	Orders	1
18S	Chlorophyta	Plot04-N	I	260	Orders	3
18S	Chlorophyta	LB5-A	I	634	Orders	1
18S	Chlorophyta	Plot07-M	I	420	Orders	1
18S	Chlorophyta	CM30c39-A	I	290	Orders	0
18S	Chlorophyta	CM30c62-M	I	99	Orders	3
18S	Chlorophyta	Plot04-A	I	260	Orders	4
18S	Chlorophyta	Plot03-H	I	160	Orders	3
18S	Chlorophyta	CM30c51-H	I	67	Orders	2
18S	Chlorophyta	CM30c53-I	I	155	Orders	1
18S	Chlorophyta	CM30c51-I	I	67	Orders	0
18S	Chlorophyta	CM30b58-C	I	9	Orders	0
18S	Chlorophyta	LB1-E	I	630	Orders	1
18S	Chlorophyta	CM31a5-A	I	70	Orders	0
18S	Chlorophyta	Plot08-O	I	460	Orders	1
18S	Chlorophyta	Plot05-I	I	240	Orders	1
18S	Chlorophyta	Plot01-B	I	50	Orders	2
18S	Chlorophyta	CM30c-O	I	283	Orders	1
18S	Chlorophyta	CM30b60-E	I	400	Orders	2
18S	Chlorophyta	CM30c39-E	I	290	Orders	1
18S	Chlorophyta	Plot02-M	I	90	Orders	0
18S	Chlorophyta	CM30c-P	I	283	Orders	2
18S	Chlorophyta	CM30c35-D	I	165	Orders	0
18S	Chlorophyta	CM30d12-H	I	371	Orders	1
18S	Chlorophyta	CM30d12-L	I	371	Orders	1
18S	Chlorophyta	CM30c46-D	I	319	Orders	1
18S	Chlorophyta	CM30c44-B	I	110	Orders	1
18S	Chlorophyta	CM30c35-B	I	165	Orders	1
18S	Chlorophyta	CM30d3-L	I	518	Orders	2
18S	Chlorophyta	CM30b51-B	I	174.627853	Orders	1
18S	Chlorophyta	Plot06-I	I	320	Orders	2
18S	Chlorophyta	Plot06-N	I	320	Orders	2
18S	Chlorophyta	Plot05-N	I	240	Orders	2
18S	Chlorophyta	CM30c46-O	I	319	Orders	1
18S	Chlorophyta	CM30b51-M	I	174.627853	Orders	2
18S	Chlorophyta	CM30d3-D	I	518	Orders	2
18S	Chlorophyta	CM31a5-B	I	70	Orders	0
18S	Chlorophyta	Plot01-L	I	50	Orders	1
18S	Chlorophyta	CM30c53-B	I	155	Orders	1
18S	Chlorophyta	Plot02-C	I	90	Orders	1
18S	Chlorophyta	CM30c44-C	I	110	Orders	1
ITS	All Fungi	CM30c60-A	I	51	Orders	34
ITS	All Fungi	CM30c37-L	I	279	Orders	35
ITS	All Fungi	CM30c28-N	I	227	Orders	38
ITS	All Fungi	CM30c28-P	I	227	Orders	47
ITS	All Fungi	CM30c60-B	I	51	Orders	45
ITS	All Fungi	Plot04-A	I	260	Orders	48
ITS	All Fungi	Plot08-I	I	460	Orders	39
ITS	All Fungi	CM30b58-C	I	9	Orders	46
ITS	All Fungi	CM30c30-L	I	597	Orders	32
ITS	All Fungi	CM30b60-M	I	400	Orders	35
ITS	All Fungi	Plot03-N	I	160	Orders	40
ITS	All Fungi	LB5-A	I	634	Orders	42
ITS	All Fungi	CM30c53-I	I	155	Orders	39
ITS	All Fungi	CM30c62-D	I	99	Orders	36
ITS	All Fungi	Plot07-N	I	420	Orders	37
ITS	All Fungi	CM30c37-E	I	279	Orders	44
ITS	All Fungi	Plot07-M	I	420	Orders	42
ITS	All Fungi	Plot05-I	I	240	Orders	44
ITS	All Fungi	CM30c39-A	I	290	Orders	31
ITS	All Fungi	LB1-E	I	630	Orders	39
ITS	All Fungi	CM30c30-N	I	597	Orders	40
ITS	All Fungi	CM30c62-M	I	99	Orders	44
ITS	All Fungi	CM30d12-L	I	371	Orders	42
ITS	All Fungi	Plot03-H	I	160	Orders	44
ITS	All Fungi	CM30c44-B	I	110	Orders	36
ITS	All Fungi	CM30c39-E	I	290	Orders	33
ITS	All Fungi	LB1-A	I	630	Orders	34
ITS	All Fungi	CM30c51-H	I	67	Orders	37
ITS	All Fungi	Plot08-O	I	460	Orders	46
ITS	All Fungi	CM30c35-D	I	165	Orders	39
ITS	All Fungi	CM30b60-E	I	400	Orders	44
ITS	All Fungi	CM30c-O	I	283	Orders	44
ITS	All Fungi	CM30c46-O	I	319	Orders	39
ITS	All Fungi	CM30b51-B	I	174.627853	Orders	45
ITS	All Fungi	CM30b58-I	I	9	Orders	41
ITS	All Fungi	CM30d12-H	I	371	Orders	36
ITS	All Fungi	LB5-I	I	634	Orders	35
ITS	All Fungi	CM30c44-C	I	110	Orders	22
ITS	All Fungi	CM30d3-D	I	518	Orders	54
ITS	All Fungi	CM30d3-L	I	518	Orders	42
ITS	All Fungi	CM30c51-I	I	67	Orders	38
ITS	All Fungi	CM31a5-B	I	70	Orders	35
ITS	All Fungi	Plot05-N	I	240	Orders	44
ITS	All Fungi	Plot01-B	I	50	Orders	41
ITS	All Fungi	CM31a5-A	I	70	Orders	36
ITS	All Fungi	Plot04-N	I	260	Orders	40
ITS	All Fungi	CM30c53-B	I	155	Orders	40
ITS	All Fungi	CM30c35-B	I	165	Orders	44
ITS	All Fungi	Plot06-N	I	320	Orders	44
ITS	All Fungi	Plot06-I	I	320	Orders	41
ITS	All Fungi	Plot02-C	I	90	Orders	36
ITS	All Fungi	Plot01-L	I	50	Orders	40
ITS	All Fungi	CM30c46-D	I	319	Orders	21
ITS	All Fungi	Plot02-M	I	90	Orders	40
ITS	All Fungi	CM30c-P	I	283	Orders	42
ITS	All Fungi	CM30b51-M	I	174.627853	Orders	33
ITS	Chytridiomycota	CM30c60-A	I	51	Orders	2
ITS	Chytridiomycota	CM30c37-L	I	279	Orders	1
ITS	Chytridiomycota	CM30c28-N	I	227	Orders	2
ITS	Chytridiomycota	CM30c28-P	I	227	Orders	2
ITS	Chytridiomycota	CM30c60-B	I	51	Orders	2
ITS	Chytridiomycota	Plot04-A	I	260	Orders	2
ITS	Chytridiomycota	Plot08-I	I	460	Orders	1
ITS	Chytridiomycota	CM30b58-C	I	9	Orders	3
ITS	Chytridiomycota	CM30c30-L	I	597	Orders	2
ITS	Chytridiomycota	CM30b60-M	I	400	Orders	3
ITS	Chytridiomycota	Plot03-N	I	160	Orders	1
ITS	Chytridiomycota	LB5-A	I	634	Orders	1
ITS	Chytridiomycota	CM30c53-I	I	155	Orders	1
ITS	Chytridiomycota	CM30c62-D	I	99	Orders	2
ITS	Chytridiomycota	Plot07-N	I	420	Orders	1
ITS	Chytridiomycota	CM30c37-E	I	279	Orders	3
ITS	Chytridiomycota	Plot07-M	I	420	Orders	3
ITS	Chytridiomycota	Plot05-I	I	240	Orders	2
ITS	Chytridiomycota	CM30c39-A	I	290	Orders	1
ITS	Chytridiomycota	LB1-E	I	630	Orders	1
ITS	Chytridiomycota	CM30c30-N	I	597	Orders	1
ITS	Chytridiomycota	CM30c62-M	I	99	Orders	3
ITS	Chytridiomycota	CM30d12-L	I	371	Orders	2
ITS	Chytridiomycota	Plot03-H	I	160	Orders	3
ITS	Chytridiomycota	CM30c44-B	I	110	Orders	1
ITS	Chytridiomycota	CM30c39-E	I	290	Orders	2
ITS	Chytridiomycota	LB1-A	I	630	Orders	1
ITS	Chytridiomycota	CM30c51-H	I	67	Orders	1
ITS	Chytridiomycota	Plot08-O	I	460	Orders	3
ITS	Chytridiomycota	CM30c35-D	I	165	Orders	2
ITS	Chytridiomycota	CM30b60-E	I	400	Orders	2
ITS	Chytridiomycota	CM30c-O	I	283	Orders	2
ITS	Chytridiomycota	CM30c46-O	I	319	Orders	1
ITS	Chytridiomycota	CM30b51-B	I	174.627853	Orders	2
ITS	Chytridiomycota	CM30b58-I	I	9	Orders	2
ITS	Chytridiomycota	CM30d12-H	I	371	Orders	1
ITS	Chytridiomycota	LB5-I	I	634	Orders	1
ITS	Chytridiomycota	CM30c44-C	I	110	Orders	1
ITS	Chytridiomycota	CM30d3-D	I	518	Orders	2
ITS	Chytridiomycota	CM30d3-L	I	518	Orders	2
ITS	Chytridiomycota	CM30c51-I	I	67	Orders	1
ITS	Chytridiomycota	CM31a5-B	I	70	Orders	1
ITS	Chytridiomycota	Plot05-N	I	240	Orders	3
ITS	Chytridiomycota	Plot01-B	I	50	Orders	2
ITS	Chytridiomycota	CM31a5-A	I	70	Orders	1
ITS	Chytridiomycota	Plot04-N	I	260	Orders	1
ITS	Chytridiomycota	CM30c53-B	I	155	Orders	2
ITS	Chytridiomycota	CM30c35-B	I	165	Orders	3
ITS	Chytridiomycota	Plot06-N	I	320	Orders	1
ITS	Chytridiomycota	Plot06-I	I	320	Orders	1
ITS	Chytridiomycota	Plot02-C	I	90	Orders	2
ITS	Chytridiomycota	Plot01-L	I	50	Orders	1
ITS	Chytridiomycota	CM30c46-D	I	319	Orders	0
ITS	Chytridiomycota	Plot02-M	I	90	Orders	3
ITS	Chytridiomycota	CM30c-P	I	283	Orders	1
ITS	Chytridiomycota	CM30b51-M	I	174.627853	Orders	1
ITS	Ascomycota	CM30c60-A	I	51	Orders	17
ITS	Ascomycota	CM30c37-L	I	279	Orders	18
ITS	Ascomycota	CM30c28-N	I	227	Orders	18
ITS	Ascomycota	CM30c28-P	I	227	Orders	22
ITS	Ascomycota	CM30c60-B	I	51	Orders	23
ITS	Ascomycota	Plot04-A	I	260	Orders	23
ITS	Ascomycota	Plot08-I	I	460	Orders	16
ITS	Ascomycota	CM30b58-C	I	9	Orders	20
ITS	Ascomycota	CM30c30-L	I	597	Orders	17
ITS	Ascomycota	CM30b60-M	I	400	Orders	14
ITS	Ascomycota	Plot03-N	I	160	Orders	19
ITS	Ascomycota	LB5-A	I	634	Orders	22
ITS	Ascomycota	CM30c53-I	I	155	Orders	18
ITS	Ascomycota	CM30c62-D	I	99	Orders	16
ITS	Ascomycota	Plot07-N	I	420	Orders	19
ITS	Ascomycota	CM30c37-E	I	279	Orders	18
ITS	Ascomycota	Plot07-M	I	420	Orders	20
ITS	Ascomycota	Plot05-I	I	240	Orders	20
ITS	Ascomycota	CM30c39-A	I	290	Orders	15
ITS	Ascomycota	LB1-E	I	630	Orders	18
ITS	Ascomycota	CM30c30-N	I	597	Orders	19
ITS	Ascomycota	CM30c62-M	I	99	Orders	20
ITS	Ascomycota	CM30d12-L	I	371	Orders	20
ITS	Ascomycota	Plot03-H	I	160	Orders	17
ITS	Ascomycota	CM30c44-B	I	110	Orders	16
ITS	Ascomycota	CM30c39-E	I	290	Orders	14
ITS	Ascomycota	LB1-A	I	630	Orders	15
ITS	Ascomycota	CM30c51-H	I	67	Orders	14
ITS	Ascomycota	Plot08-O	I	460	Orders	20
ITS	Ascomycota	CM30c35-D	I	165	Orders	19
ITS	Ascomycota	CM30b60-E	I	400	Orders	20
ITS	Ascomycota	CM30c-O	I	283	Orders	20
ITS	Ascomycota	CM30c46-O	I	319	Orders	21
ITS	Ascomycota	CM30b51-B	I	174.627853	Orders	20
ITS	Ascomycota	CM30b58-I	I	9	Orders	20
ITS	Ascomycota	CM30d12-H	I	371	Orders	16
ITS	Ascomycota	LB5-I	I	634	Orders	15
ITS	Ascomycota	CM30c44-C	I	110	Orders	10
ITS	Ascomycota	CM30d3-D	I	518	Orders	24
ITS	Ascomycota	CM30d3-L	I	518	Orders	19
ITS	Ascomycota	CM30c51-I	I	67	Orders	17
ITS	Ascomycota	CM31a5-B	I	70	Orders	16
ITS	Ascomycota	Plot05-N	I	240	Orders	20
ITS	Ascomycota	Plot01-B	I	50	Orders	18
ITS	Ascomycota	CM31a5-A	I	70	Orders	17
ITS	Ascomycota	Plot04-N	I	260	Orders	18
ITS	Ascomycota	CM30c53-B	I	155	Orders	17
ITS	Ascomycota	CM30c35-B	I	165	Orders	20
ITS	Ascomycota	Plot06-N	I	320	Orders	21
ITS	Ascomycota	Plot06-I	I	320	Orders	19
ITS	Ascomycota	Plot02-C	I	90	Orders	15
ITS	Ascomycota	Plot01-L	I	50	Orders	17
ITS	Ascomycota	CM30c46-D	I	319	Orders	9
ITS	Ascomycota	Plot02-M	I	90	Orders	15
ITS	Ascomycota	CM30c-P	I	283	Orders	21
ITS	Ascomycota	CM30b51-M	I	174.627853	Orders	17
ITS	Basidiomycota	CM30c60-A	I	51	Orders	11
ITS	Basidiomycota	CM30c37-L	I	279	Orders	12
ITS	Basidiomycota	CM30c28-N	I	227	Orders	14
ITS	Basidiomycota	CM30c28-P	I	227	Orders	17
ITS	Basidiomycota	CM30c60-B	I	51	Orders	14
ITS	Basidiomycota	Plot04-A	I	260	Orders	18
ITS	Basidiomycota	Plot08-I	I	460	Orders	16
ITS	Basidiomycota	CM30b58-C	I	9	Orders	18
ITS	Basidiomycota	CM30c30-L	I	597	Orders	10
ITS	Basidiomycota	CM30b60-M	I	400	Orders	12
ITS	Basidiomycota	Plot03-N	I	160	Orders	15
ITS	Basidiomycota	LB5-A	I	634	Orders	15
ITS	Basidiomycota	CM30c53-I	I	155	Orders	15
ITS	Basidiomycota	CM30c62-D	I	99	Orders	13
ITS	Basidiomycota	Plot07-N	I	420	Orders	13
ITS	Basidiomycota	CM30c37-E	I	279	Orders	17
ITS	Basidiomycota	Plot07-M	I	420	Orders	14
ITS	Basidiomycota	Plot05-I	I	240	Orders	17
ITS	Basidiomycota	CM30c39-A	I	290	Orders	11
ITS	Basidiomycota	LB1-E	I	630	Orders	14
ITS	Basidiomycota	CM30c30-N	I	597	Orders	15
ITS	Basidiomycota	CM30c62-M	I	99	Orders	16
ITS	Basidiomycota	CM30d12-L	I	371	Orders	14
ITS	Basidiomycota	Plot03-H	I	160	Orders	18
ITS	Basidiomycota	CM30c44-B	I	110	Orders	13
ITS	Basidiomycota	CM30c39-E	I	290	Orders	12
ITS	Basidiomycota	LB1-A	I	630	Orders	15
ITS	Basidiomycota	CM30c51-H	I	67	Orders	17
ITS	Basidiomycota	Plot08-O	I	460	Orders	17
ITS	Basidiomycota	CM30c35-D	I	165	Orders	14
ITS	Basidiomycota	CM30b60-E	I	400	Orders	16
ITS	Basidiomycota	CM30c-O	I	283	Orders	17
ITS	Basidiomycota	CM30c46-O	I	319	Orders	14
ITS	Basidiomycota	CM30b51-B	I	174.627853	Orders	18
ITS	Basidiomycota	CM30b58-I	I	9	Orders	15
ITS	Basidiomycota	CM30d12-H	I	371	Orders	13
ITS	Basidiomycota	LB5-I	I	634	Orders	14
ITS	Basidiomycota	CM30c44-C	I	110	Orders	8
ITS	Basidiomycota	CM30d3-D	I	518	Orders	21
ITS	Basidiomycota	CM30d3-L	I	518	Orders	16
ITS	Basidiomycota	CM30c51-I	I	67	Orders	14
ITS	Basidiomycota	CM31a5-B	I	70	Orders	14
ITS	Basidiomycota	Plot05-N	I	240	Orders	15
ITS	Basidiomycota	Plot01-B	I	50	Orders	16
ITS	Basidiomycota	CM31a5-A	I	70	Orders	14
ITS	Basidiomycota	Plot04-N	I	260	Orders	16
ITS	Basidiomycota	CM30c53-B	I	155	Orders	16
ITS	Basidiomycota	CM30c35-B	I	165	Orders	16
ITS	Basidiomycota	Plot06-N	I	320	Orders	16
ITS	Basidiomycota	Plot06-I	I	320	Orders	15
ITS	Basidiomycota	Plot02-C	I	90	Orders	16
ITS	Basidiomycota	Plot01-L	I	50	Orders	16
ITS	Basidiomycota	CM30c46-D	I	319	Orders	10
ITS	Basidiomycota	Plot02-M	I	90	Orders	16
ITS	Basidiomycota	CM30c-P	I	283	Orders	15
ITS	Basidiomycota	CM30b51-M	I	174.627853	Orders	11
ITS	Glomeromycota	CM30c60-A	I	51	Orders	2
ITS	Glomeromycota	CM30c37-L	I	279	Orders	3
ITS	Glomeromycota	CM30c28-N	I	227	Orders	2
ITS	Glomeromycota	CM30c28-P	I	227	Orders	3
ITS	Glomeromycota	CM30c60-B	I	51	Orders	3
ITS	Glomeromycota	Plot04-A	I	260	Orders	2
ITS	Glomeromycota	Plot08-I	I	460	Orders	3
ITS	Glomeromycota	CM30b58-C	I	9	Orders	2
ITS	Glomeromycota	CM30c30-L	I	597	Orders	2
ITS	Glomeromycota	CM30b60-M	I	400	Orders	3
ITS	Glomeromycota	Plot03-N	I	160	Orders	2
ITS	Glomeromycota	LB5-A	I	634	Orders	2
ITS	Glomeromycota	CM30c53-I	I	155	Orders	3
ITS	Glomeromycota	CM30c62-D	I	99	Orders	2
ITS	Glomeromycota	Plot07-N	I	420	Orders	2
ITS	Glomeromycota	CM30c37-E	I	279	Orders	3
ITS	Glomeromycota	Plot07-M	I	420	Orders	3
ITS	Glomeromycota	Plot05-I	I	240	Orders	2
ITS	Glomeromycota	CM30c39-A	I	290	Orders	3
ITS	Glomeromycota	LB1-E	I	630	Orders	3
ITS	Glomeromycota	CM30c30-N	I	597	Orders	3
ITS	Glomeromycota	CM30c62-M	I	99	Orders	2
ITS	Glomeromycota	CM30d12-L	I	371	Orders	3
ITS	Glomeromycota	Plot03-H	I	160	Orders	3
ITS	Glomeromycota	CM30c44-B	I	110	Orders	3
ITS	Glomeromycota	CM30c39-E	I	290	Orders	3
ITS	Glomeromycota	LB1-A	I	630	Orders	2
ITS	Glomeromycota	CM30c51-H	I	67	Orders	3
ITS	Glomeromycota	Plot08-O	I	460	Orders	3
ITS	Glomeromycota	CM30c35-D	I	165	Orders	1
ITS	Glomeromycota	CM30b60-E	I	400	Orders	2
ITS	Glomeromycota	CM30c-O	I	283	Orders	2
ITS	Glomeromycota	CM30c46-O	I	319	Orders	2
ITS	Glomeromycota	CM30b51-B	I	174.627853	Orders	2
ITS	Glomeromycota	CM30b58-I	I	9	Orders	2
ITS	Glomeromycota	CM30d12-H	I	371	Orders	3
ITS	Glomeromycota	LB5-I	I	634	Orders	3
ITS	Glomeromycota	CM30c44-C	I	110	Orders	2
ITS	Glomeromycota	CM30d3-D	I	518	Orders	3
ITS	Glomeromycota	CM30d3-L	I	518	Orders	3
ITS	Glomeromycota	CM30c51-I	I	67	Orders	3
ITS	Glomeromycota	CM31a5-B	I	70	Orders	2
ITS	Glomeromycota	Plot05-N	I	240	Orders	2
ITS	Glomeromycota	Plot01-B	I	50	Orders	3
ITS	Glomeromycota	CM31a5-A	I	70	Orders	2
ITS	Glomeromycota	Plot04-N	I	260	Orders	2
ITS	Glomeromycota	CM30c53-B	I	155	Orders	3
ITS	Glomeromycota	CM30c35-B	I	165	Orders	2
ITS	Glomeromycota	Plot06-N	I	320	Orders	3
ITS	Glomeromycota	Plot06-I	I	320	Orders	3
ITS	Glomeromycota	Plot02-C	I	90	Orders	2
ITS	Glomeromycota	Plot01-L	I	50	Orders	3
ITS	Glomeromycota	CM30c46-D	I	319	Orders	1
ITS	Glomeromycota	Plot02-M	I	90	Orders	3
ITS	Glomeromycota	CM30c-P	I	283	Orders	2
ITS	Glomeromycota	CM30b51-M	I	174.627853	Orders	2
COI	All Metazoa	CM30d3-L	I	518	Orders	42
COI	All Metazoa	CM30c60-B	I	51	Orders	36
COI	All Metazoa	LB5-A	I	634	Orders	40
COI	All Metazoa	Plot07-N	I	420	Orders	31
COI	All Metazoa	CM30c60-A	I	51	Orders	34
COI	All Metazoa	CM30c28-P	I	227	Orders	32
COI	All Metazoa	Plot03-N	I	160	Orders	43
COI	All Metazoa	CM30c53-I	I	155	Orders	37
COI	All Metazoa	CM30b58-C	I	9	Orders	37
COI	All Metazoa	CM30c62-D	I	99	Orders	28
COI	All Metazoa	LB1-A	I	630	Orders	34
COI	All Metazoa	CM30c35-D	I	165	Orders	39
COI	All Metazoa	CM30c28-N	I	227	Orders	37
COI	All Metazoa	CM30b58-I	I	9	Orders	43
COI	All Metazoa	CM30c37-E	I	279	Orders	43
COI	All Metazoa	CM30c51-H	I	67	Orders	36
COI	All Metazoa	CM30c30-L	I	597	Orders	37
COI	All Metazoa	CM30d12-L	I	371	Orders	49
COI	All Metazoa	CM30c37-L	I	279	Orders	43
COI	All Metazoa	CM30c62-M	I	99	Orders	31
COI	All Metazoa	Plot04-A	I	260	Orders	45
COI	All Metazoa	Plot05-N	I	240	Orders	38
COI	All Metazoa	CM30c30-N	I	597	Orders	34
COI	All Metazoa	CM30c-O	I	283	Orders	28
COI	All Metazoa	CM30c44-C	I	110	Orders	30
COI	All Metazoa	Plot08-I	I	460	Orders	35
COI	All Metazoa	CM30b51-M	I	174.627853	Orders	46
COI	All Metazoa	Plot05-I	I	240	Orders	39
COI	All Metazoa	CM30d12-H	I	371	Orders	44
COI	All Metazoa	LB1-E	I	630	Orders	49
COI	All Metazoa	CM30c39-E	I	290	Orders	27
COI	All Metazoa	CM30b60-M	I	400	Orders	36
COI	All Metazoa	Plot08-O	I	460	Orders	43
COI	All Metazoa	CM30c39-A	I	290	Orders	28
COI	All Metazoa	CM30b60-E	I	400	Orders	32
COI	All Metazoa	Plot01-L	I	50	Orders	34
COI	All Metazoa	CM30c46-O	I	319	Orders	28
COI	All Metazoa	Plot03-H	I	160	Orders	34
COI	All Metazoa	Plot06-I	I	320	Orders	47
COI	All Metazoa	CM30c35-B	I	165	Orders	43
COI	All Metazoa	LB5-I	I	634	Orders	41
COI	All Metazoa	CM30d3-D	I	518	Orders	59
COI	All Metazoa	Plot02-M	I	90	Orders	33
COI	All Metazoa	CM30c46-D	I	319	Orders	36
COI	All Metazoa	CM31a5-B	I	70	Orders	35
COI	All Metazoa	CM31a5-A	I	70	Orders	39
COI	All Metazoa	CM30c44-B	I	110	Orders	37
COI	All Metazoa	Plot04-N	I	260	Orders	48
COI	All Metazoa	CM30c53-B	I	155	Orders	41
COI	All Metazoa	Plot01-B	I	50	Orders	27
COI	All Metazoa	CM30b51-B	I	174.627853	Orders	39
COI	All Metazoa	Plot06-N	I	320	Orders	46
COI	All Metazoa	CM30c-P	I	283	Orders	35
COI	All Metazoa	Plot07-M	I	420	Orders	45
COI	All Metazoa	CM30c51-I	I	67	Orders	39
COI	All Metazoa	Plot02-C	I	90	Orders	30
COI	Chordata	CM30d3-L	I	518	Orders	1
COI	Chordata	CM30c60-B	I	51	Orders	0
COI	Chordata	LB5-A	I	634	Orders	0
COI	Chordata	Plot07-N	I	420	Orders	2
COI	Chordata	CM30c60-A	I	51	Orders	0
COI	Chordata	CM30c28-P	I	227	Orders	0
COI	Chordata	Plot03-N	I	160	Orders	1
COI	Chordata	CM30c53-I	I	155	Orders	1
COI	Chordata	CM30b58-C	I	9	Orders	0
COI	Chordata	CM30c62-D	I	99	Orders	0
COI	Chordata	LB1-A	I	630	Orders	0
COI	Chordata	CM30c35-D	I	165	Orders	0
COI	Chordata	CM30c28-N	I	227	Orders	0
COI	Chordata	CM30b58-I	I	9	Orders	1
COI	Chordata	CM30c37-E	I	279	Orders	1
COI	Chordata	CM30c51-H	I	67	Orders	5
COI	Chordata	CM30c30-L	I	597	Orders	0
COI	Chordata	CM30d12-L	I	371	Orders	2
COI	Chordata	CM30c37-L	I	279	Orders	2
COI	Chordata	CM30c62-M	I	99	Orders	0
COI	Chordata	Plot04-A	I	260	Orders	0
COI	Chordata	Plot05-N	I	240	Orders	2
COI	Chordata	CM30c30-N	I	597	Orders	0
COI	Chordata	CM30c-O	I	283	Orders	2
COI	Chordata	CM30c44-C	I	110	Orders	0
COI	Chordata	Plot08-I	I	460	Orders	1
COI	Chordata	CM30b51-M	I	174.627853	Orders	0
COI	Chordata	Plot05-I	I	240	Orders	3
COI	Chordata	CM30d12-H	I	371	Orders	2
COI	Chordata	LB1-E	I	630	Orders	2
COI	Chordata	CM30c39-E	I	290	Orders	0
COI	Chordata	CM30b60-M	I	400	Orders	0
COI	Chordata	Plot08-O	I	460	Orders	3
COI	Chordata	CM30c39-A	I	290	Orders	1
COI	Chordata	CM30b60-E	I	400	Orders	0
COI	Chordata	Plot01-L	I	50	Orders	1
COI	Chordata	CM30c46-O	I	319	Orders	0
COI	Chordata	Plot03-H	I	160	Orders	3
COI	Chordata	Plot06-I	I	320	Orders	3
COI	Chordata	CM30c35-B	I	165	Orders	2
COI	Chordata	LB5-I	I	634	Orders	0
COI	Chordata	CM30d3-D	I	518	Orders	2
COI	Chordata	Plot02-M	I	90	Orders	1
COI	Chordata	CM30c46-D	I	319	Orders	0
COI	Chordata	CM31a5-B	I	70	Orders	0
COI	Chordata	CM31a5-A	I	70	Orders	1
COI	Chordata	CM30c44-B	I	110	Orders	1
COI	Chordata	Plot04-N	I	260	Orders	2
COI	Chordata	CM30c53-B	I	155	Orders	1
COI	Chordata	Plot01-B	I	50	Orders	1
COI	Chordata	CM30b51-B	I	174.627853	Orders	2
COI	Chordata	Plot06-N	I	320	Orders	3
COI	Chordata	CM30c-P	I	283	Orders	2
COI	Chordata	Plot07-M	I	420	Orders	1
COI	Chordata	CM30c51-I	I	67	Orders	2
COI	Chordata	Plot02-C	I	90	Orders	1
COI	Porifera	CM30d3-L	I	518	Orders	3
COI	Porifera	CM30c60-B	I	51	Orders	3
COI	Porifera	LB5-A	I	634	Orders	5
COI	Porifera	Plot07-N	I	420	Orders	6
COI	Porifera	CM30c60-A	I	51	Orders	4
COI	Porifera	CM30c28-P	I	227	Orders	5
COI	Porifera	Plot03-N	I	160	Orders	5
COI	Porifera	CM30c53-I	I	155	Orders	3
COI	Porifera	CM30b58-C	I	9	Orders	3
COI	Porifera	CM30c62-D	I	99	Orders	3
COI	Porifera	LB1-A	I	630	Orders	3
COI	Porifera	CM30c35-D	I	165	Orders	6
COI	Porifera	CM30c28-N	I	227	Orders	5
COI	Porifera	CM30b58-I	I	9	Orders	7
COI	Porifera	CM30c37-E	I	279	Orders	6
COI	Porifera	CM30c51-H	I	67	Orders	6
